1	0	960
2	204	960
3	45	960
4	39	960
5	33	960
6	20	960
7	19	960
8	21	960
9	410	960
10	28	960
11	23	960
12	20	960
13	19	960
14	19	960
15	21	960
16	52	960
17	814	960
18	23	960
19	20	960
20	46	960
21	58	960
22	20	960
23	38	960
24	20	960
25	771	960
26	26	960
27	19	960
28	19	960
29	18	960
30	19	960
31	19	960
32	23	960
33	854	960
34	25	960
35	19	960
36	18	960
37	18	960
38	19	960
39	18	960
40	33	960
41	847	960
42	20	960
43	34	960
44	40	960
45	28	960
46	18	960
47	19	960
48	18	960
49	818	960
50	19	960
51	19	960
52	18	960
53	18	960
54	19	960
55	20	960
56	18	960
57	877	960
58	53	960
59	19	960
60	17	960
61	19	960
62	32	960
63	28	960
64	44	960
65	773	960
66	24	960
67	20	960
68	18	960
69	17	960
70	18	960
71	17	960
72	17	960
73	865	960
74	19	960
75	16	960
76	16	960
77	17	960
78	16	960
79	16	960
80	18	960
81	878	960
82	21	960
83	19	960
84	17	960
85	16	960
86	16	960
87	17	960
88	16	960
89	874	960
90	22	960
91	17	960
92	20	960
93	21	960
94	16	960
95	16	960
96	16	960
97	870	960
98	20	960
99	16	960
100	17	960
101	16	960
102	16	960
103	17	960
104	16	960
105	879	960
106	22	960
107	17	960
108	16	960
109	16	960
110	17	960
111	16	960
112	49	960
113	848	960
114	38	960
115	17	960
116	29	960
117	32	960
118	31	960
119	55	960
120	50	960
121	742	960
122	25	960
123	18	960
124	17	960
125	16	960
126	24	960
127	21	960
128	22	960
129	857	960
130	22	960
131	17	960
132	16	960
133	18	960
134	16	960
135	16	960
136	17	960
137	872	960
138	31	960
139	17	960
140	15	960
141	15	960
142	15	960
143	16	960
144	15	960
145	872	960
146	17	960
147	15	960
148	15	960
149	16	960
150	15	960
151	15	960
152	16	960
153	887	960
154	16	960
155	15	960
156	16	960
157	15	960
158	15	960
159	16	960
160	16	960
161	888	960
162	24	960
163	18	960
164	18	960
165	17	960
166	18	960
167	16	960
168	17	960
169	872	960
170	23	960
171	15	960
172	17	960
173	15	960
174	15	960
175	16	960
176	15	960
177	878	960
178	16	960
179	17	960
180	15	960
181	14	960
182	16	960
183	15	960
184	14	960
185	890	960
186	35	960
187	36	960
188	15	960
189	17	960
190	16	960
191	16	960
192	37	960
193	821	960
194	57	960
195	20	960
196	17	960
197	16	960
198	17	960
199	16	960
200	15	960
201	840	960
202	28	960
203	15	960
204	14	960
205	15	960
206	14	960
207	13	960
208	15	960
209	883	960
210	22	960
211	15	960
212	13	960
213	13	960
214	13	960
215	14	960
216	13	960
217	893	960
218	16	960
219	13	960
220	13	960
221	14	960
222	13	960
223	13	960
224	13	960
225	902	960
226	15	960
227	13	960
228	14	960
229	13	960
230	13	960
231	14	960
232	13	960
233	902	960
234	17	960
235	18	960
236	14	960
237	13	960
238	14	960
239	13	960
240	14	960
241	895	960
242	15	960
243	13	960
244	14	960
245	13	960
246	12	960
247	12	960
248	14	960
249	902	960
250	23	960
251	14	960
252	13	960
253	12	960
254	14	960
255	13	960
256	42	960
257	868	960
258	49	960
259	55	960
260	25	960
261	21	960
262	14	960
263	14	960
264	15	960
265	799	960
266	41	960
267	24	960
268	26	960
269	13	960
270	12	960
271	14	960
272	12	960
273	854	960
274	15	960
275	12	960
276	11	960
277	13	960
278	12	960
279	11	960
280	13	960
281	909	960
282	12	960
283	11	960
284	13	960
285	12	960
286	11	960
287	13	960
288	12	960
289	913	960
290	15	960
291	12	960
292	18	960
293	35	960
294	13	960
295	25	960
296	39	960
297	840	960
298	27	960
299	22	960
300	14	960
301	12	960
302	11	960
303	12	960
304	11	960
305	884	960
306	11	960
307	12	960
308	11	960
309	11	960
310	12	960
311	11	960
312	11	960
313	918	960
314	11	960
315	11	960
316	11	960
317	12	960
318	11	960
319	11	960
320	12	960
321	917	960
322	28	960
323	14	960
324	17	960
325	11	960
326	11	960
327	10	960
328	10	960
329	894	960
330	24	960
331	10	960
332	9	960
333	10	960
334	9	960
335	9	960
336	10	960
337	914	960
338	16	960
339	10	960
340	9	960
341	8	960
342	8	960
343	9	960
344	8	960
345	927	960
346	11	960
347	9	960
348	8	960
349	9	960
350	8	960
351	8	960
352	8	960
353	934	960
354	10	960
355	8	960
356	11	960
357	9	960
358	8	960
359	9	960
360	8	960
361	932	960
362	9	960
363	8	960
364	8	960
365	8	960
366	9	960
367	8	960
368	8	960
369	938	960
370	9	960
371	8	960
372	9	960
373	8	960
374	8	960
375	8	960
376	9	960
377	934	960
378	10	960
379	10	960
380	9	960
381	8	960
382	21	960
383	32	960
384	54	960
385	855	960
386	46	960
387	10	960
388	8	960
389	10	960
390	9	960
391	8	960
392	9	960
393	893	960
394	9	960
395	9	960
396	8	960
397	8	960
398	8	960
399	9	960
400	8	960
401	939	960
402	9	960
403	8	960
404	7	960
405	9	960
406	8	960
407	10	960
408	9	960
409	937	960
410	8	960
411	8	960
412	9	960
413	8	960
414	7	960
415	9	960
416	8	960
417	940	960
418	10	960
419	8	960
420	8	960
421	8	960
422	9	960
